PMID,Title,Authors,First Author,DOI,Publication Year,len
31646916,Patterns and predictors of outpatient opioid use after cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,"Owusu-Agyemang P, Cata JP, Kapoor R, Speer BB, Bellard B, Feng L, Gottumukkala V.",Owusu-Agyemang P,10.1080/02656736.2019.1675912,2019,14
33456405,Psychological Effects of Hands-On Training Using Public Transportation among Inpatients with Physical Disabilities: Analysis of the Self-Efficacy and Perception of Occupational Enablement Using a Multimethod Design,"Ogawa M, Hayashi Y, Sawada T, Kobashi M, Tanimukai H.",Ogawa M,10.1155/2020/1621595,2020,26
28857315,Emerging Importance of Phytochemicals in Regulation of Stem Cells Fate via Signaling Pathways,"Dadashpour M, Pilehvar-Soltanahmadi Y, Zarghami N, Firouzi-Amandi A, Pourhassan-Moghaddam M, Nouri M.",Dadashpour M,10.1002/ptr.5908,2017,13
27744523,Autophagy induced by purple pitanga (Eugenia uniflora L.) extract triggered a cooperative effect on inducing the hepatic stellate cell death,"Denardin CC, Martins LA, Parisi MM, Vieira MQ, Terra SR, Barbé-Tuana FM, Borojevic R, Vizzotto M, Emanuelli T, Guma FC.",Denardin CC,10.1007/s10565-016-9366-5,2017,20
36782168,Research on outpatient capacity planning combining lean thinking and integer linear programming,"Hua L, Dongmei M, Xinyu Y, Xinyue Z, Shutong W, Dongxuan W, Hao P, Ying W.",Hua L,10.1186/s12911-023-02106-6,2023,12
28917627,Molecular and functional characterization of CD133(+) stem/progenitor cells infused in patients with end-stage liver disease reveals their interplay with stromal liver cells,"Catani L, Sollazzo D, Bianchi E, Ciciarello M, Antoniani C, Foscoli L, Caraceni P, Giannone FA, Baldassarre M, Giordano R, Montemurro T, Montelatici E, D'Errico A, Andreone P, Giudice V, Curti A, Manfredini R, Lemoli RM.",Catani L,10.1016/j.jcyt.2017.08.001,2017,22
28603177,Recent Progress Using Pluripotent Stem Cells for Cardiac Regenerative Therapy,"Ichimura H, Shiba Y.",Ichimura H,10.1253/circj.CJ-17-0400,2017,10
35114896,"Real-world retrospective analysis of patient characteristics, healthcare resource utilization, costs, and treatment patterns among unvaccinated adults with COVID-19 diagnosed in outpatient settings in the United States","Scott A, Chambers R, Reimbaeva M, Atwell J, Baillon-Plot N, Draica F, Tarallo M.",Scott A,10.1080/13696998.2022.2037917,2022,26
33681660,"Newly diagnosed seizures assessed at two established first seizure clinics: Clinic characteristics, investigations, and findings over 11 years","McIntosh AM, Tan KM, Hakami TM, Newton MR, Carney PW, Yang M, Saya S, Marco DJT, Perucca P, Kwan P, O'Brien TJ, Berkovic SF.",McIntosh AM,10.1002/epi4.12460,2021,18
29915990,Patient Perspective on Acute Intermittent Porphyria with Frequent Attacks: A Disease with Intermittent and Chronic Manifestations,"Simon A, Pompilus F, Querbes W, Wei A, Strzok S, Penz C, Howe DL, Hungate JR, Kim JB, Agarwal S, Marquis P.",Simon A,10.1007/s40271-018-0319-3,2018,16
32178754,Therapist written goodbye letters: evidence for therapeutic benefits in the treatment of anorexia nervosa,"Simmonds J, Allen KL, O'Hara CB, Bartholdy S, Renwick B, Keyes A, Lose A, Kenyon M, DeJong H, Broadbent H, Loomes R, McClelland J, Serpell L, Richards L, Johnson-Sabine E, Boughton N, Whitehead L, Treasure J, Wade T, Schmidt U.",Simmonds J,10.1017/S1352465820000089,2020,14
32940577,Impact of a Standardized EMS Handoff Tool on Inpatient Medical Record Documentation at a Level I Trauma Center,"Maddry JK, Arana AA, Clemons MA, Medellin KL, Shults NM, Perez CA, Savell SC, Gutierrez XE, Reeves LK, Mora AG, Bebarta VS.",Maddry JK,10.1080/10903127.2020.1824050,2021,18
28355525,Time to wait: a systematic review of strategies that affect out-patient waiting times,"Naiker U, FitzGerald G, Dulhunty JM, Rosemann M.",Naiker U,10.1071/AH16275,2018,13
26189946,A Dual SILAC Proteomic Labeling Strategy for Quantifying Constitutive and Cell-Cell Induced Protein Secretion,"Stiess M, Wegehingel S, Nguyen C, Nickel W, Bradke F, Cambridge SB.",Stiess M,10.1021/acs.jproteome.5b00199,2015,14
36419217,PRN usage before and after discharge from a forensic inpatient unit: A series example of patients with intellectual disabilities,"Busch L, Saini V, Budin R, Jones RM.",Busch L,10.1111/jar.13055,2023,19
36112861,An audit of structure-based medical acupuncture by a single provider in patients with musculoskeletal pain using PROMIS scores as the outcome,"Tang CT, Sookochoff M, Rhea L, Carrier J, Prather H, Guan L.",Tang CT,10.1177/09645284221118589,2023,21
36396297,History of abuse is associated with thoughts of harm among patients with pain after accounting for depressive symptoms,"Mohan N, Zhu G, Hassett AL, Fatabhoy MG, Pierce J.",Mohan N,10.1136/rapm-2022-103647,2023,18
34643721,Patient Perceptions and Knowledge of Ionizing Radiation From Medical Imaging,"Bastiani L, Paolicchi F, Faggioni L, Martinelli M, Gerasia R, Martini C, Cornacchione P, Ceccarelli M, Chiappino D, Della Latta D, Negri J, Pertoldi D, Negro D, Nuzzi G, Rizzo V, Tamburrino P, Pozzessere C, Aringhieri G, Caramella D.",Bastiani L,10.1001/jamanetworkopen.2021.28561,2021,10
34526054,Changes in substance use during outpatient treatment for substance use disorders: a prospective Norwegian cohort study from 2016 to 2020,"Vold JH, Chalabianloo F, Aas CF, Løberg EM, Johansson KA, Fadnes LT.",Vold JH,10.1186/s13011-021-00403-9,2021,20
32903368,Feasibility and Efficacy of a Psychological Therapy for Patients With a Schizophrenic Psychosis in an Inpatient Setting: Study Protocol of a Randomized Switch Controlled Trial,"Redlich Bossy M, Mueller D, Seifritz E, Vetter S, Egger ST.",Redlich Bossy M,10.3389/fpubh.2020.00391,2020,25
36636972,"Proactive anti-inflammatory therapy in the advanced stages of a new coronavirus infection. Main results of the inpatient phase of the COLORIT study (Colchicin vs. Ruxolitinib and secukinumab in an open, prospective, randomized trial in patients with novel coronavirus infection COVID-19)","Mareev VY, Orlova YA, Plisuk AG, Pavlikova EP, Akopyan ZA, Matskeplishvili ST, Malahov PS, Krasnova TN, Seredenina EM, Potapenko AV, Agapov МA, Asratyan DA, Dyachuk LI, Samokhodskaya LM, Mershina EM, Sinitsyn VE, Mareev YV, Shatokhina EA, Begrambekova YL, Kamalov AA.",Mareev VY,10.18087/cardio.2022.12.n2316,2022,40
31778790,Molecular characterization of bovine amniotic fluid derived stem cells with an underlying focus on their comparative neuronal potential at different passages,"Nawaz S, Özden Akkaya Ö, Dikmen T, Altunbaş K, Yağci A, Kibria ASMG, Erdoğan M, Çelik HA.",Nawaz S,10.1016/j.aanat.2019.151452,2020,21
28378749,"Silk-fibronectin protein alloy fibres support cell adhesion and viability as a high strength, matrix fibre analogue","Jacobsen MM, Li D, Gyune Rim N, Backman D, Smith ML, Wong JY.",Jacobsen MM,10.1038/srep45653,2017,16
30667408,The Association of Discharge Before Noon and Length of Stay in Hospitalized Pediatric Patients,"James HJ, Steiner MJ, Holmes GM, Stephens JR.",James HJ,10.12788/jhm.3111,2019,14
30296479,"Employment, Insurance, and Financial Experiences of Patients with Chronic Graft-versus-Host Disease in North America","Khera N, Hamilton BK, Pidala JA, Wood WA, Wu V, Voutsinas J, Onstad L, Alousi AM, Broady R, Chen GL, Arora M, Cutler C, Flowers ME, Ganetsky A, Jagasia M, McCarthy PL, Sarantopoulos S, Abel GA, Majhail NS, Lee SJ.",Khera N,10.1016/j.bbmt.2018.09.040,2019,14
27021700,Differentiation of Spiral Ganglion-Derived Neural Stem Cells into Functional Synaptogenetic Neurons,"Li X, Aleardi A, Wang J, Zhou Y, Andrade R, Hu Z.",Li X,10.1089/scd.2015.0345,2016,11
34016075,The role of sickness absence diagnosis for the risk of future inpatient- or specialized outpatient care in a Swedish population-based twin sample,"Ropponen A, Wang M, Narusyte J, Kärkkäinen S, Blom V, Svedberg P.",Ropponen A,10.1186/s12889-021-10942-2,2021,22
33340206,Development and validation of a frailty index based on data routinely collected across multiple domains in NSW hospitals,"Lo SY, Zhang M, Hubbard RE, Gnjidic D, Redston MR, Hilmer SN.",Lo SY,10.1111/ajag.12888,2021,18
28595633,Effects of mechanical stimulation on the reprogramming of somatic cells into human-induced pluripotent stem cells,"Kim YM, Kang YG, Park SH, Han MK, Kim JH, Shin JW, Shin JW.",Kim YM,10.1186/s13287-017-0594-2,2017,15
33127329,Relationship Between Aging and Intramuscular Adipose Tissue in Older Inpatients,"Akazawa N, Kishi M, Hino T, Tsuji R, Tamura K, Hioka A, Moriyama H.",Akazawa N,10.1016/j.jamda.2020.09.017,2021,10
36517102,Who gets access to an interprofessional team-based primary care programme for patients with complex health and social needs? A cross-sectional analysis,"Jopling S, Wodchis WP, Rayner J, Rudoler D.",Jopling S,10.1136/bmjopen-2022-065362,2022,21
31168762,Pharmacotherapy related quality of life in Thai patients with chronic diseases,Sakthong P.,Sakthong P,10.1007/s11096-019-00857-9,2019,11
30536095,Chemically Induced Liver Progenitors (CLiPs): A Novel Cell Source for Hepatocytes and Biliary Epithelial Cells,"Katsuda T, Ochiya T.",Katsuda T,10.1007/978-1-4939-8961-4_11,2019,15
35651857,Blood Glucose Meter Buying Behavior of Diabetic Patients: Factors Influencing Purchase,"Pan BL, Pan YT, Gao ZH, Tung TH.",Pan BL,10.3389/fpubh.2022.880088,2022,11
33491124,Factors associated with the transition of adolescent inpatients from an intensive residential ward to adult mental health services,"Pontoni G, Di Pietro E, Neri T, Mattei G, Longo F, Neviani V, Neri G, Stagi P, Caffo E, Starace F, Galeazzi GM.",Pontoni G,10.1007/s00787-020-01717-y,2022,18
36691178,Understanding patient partnership in health systems: lessons from the Canadian patient partner survey,"Abelson J, Canfield C, Leslie M, Levasseur MA, Rowland P, Tripp L, Vanstone M, Panday J, Cameron D, Forest PG, Sussman D, Wilson G.",Abelson J,10.1136/bmjopen-2022-061465,2022,13
35253341,The predictive performance and impact of pediatric early warning systems in hospitalized pediatric oncology patients-A systematic review,"Soeteman M, Lekkerkerker CW, Kappen TH, Tissing WJ, Nieuwenhuis EE, Wösten-van Asperen RM.",Soeteman M,10.1002/pbc.29636,2022,17
34240425,Clinical judgement versus self-rating of demoralization in outpatients with a substance-use disorder: A cross-sectional study,"van Tongeren MJ, Markus W, Stringer B, de Man JM, de Jong CAJ, van Meijel B.",van Tongeren MJ,10.1111/ppc.12912,2022,15
33274623,[Retrospective clinical and morphological analysis of patients with AL amyloidosis (the 2008 to 2015 nephrobiopsies)],"Lebedev KI, Sipovsky VG, Smirnov AV.",Lebedev KI,10.17116/patol20208206129,2020,15
27325232,Human hepatocytes derived from pluripotent stem cells: a promising cell model for drug hepatotoxicity screening,"Gómez-Lechón MJ, Tolosa L.",Gómez-Lechón MJ,10.1007/s00204-016-1756-1,2016,15
30696909,Periodontal Regeneration by Allogeneic Transplantation of Adipose Tissue Derived Multi-Lineage Progenitor Stem Cells in vivo,"Venkataiah VS, Handa K, Njuguna MM, Hasegawa T, Maruyama K, Nemoto E, Yamada S, Sugawara S, Lu L, Takedachi M, Murakami S, Okura H, Matsuyama A, Saito M.",Venkataiah VS,10.1038/s41598-018-37528-0,2019,15
36342960,Suicidal ideation and attempts in adults seeking outpatient psychodynamic psychotherapy,"Singer S, Sievers L, Scholz I, Taylor K, Blanck J, Maier L.",Singer S,10.1002/cpp.2797,2023,10
31747558,"Structure-activity relationship studies of Longicalcynin A analogues, as anticancer cyclopeptides","Gholibeikian M, Bamoniri A, HoushdarTehrani MH, Fatemeh Mirjalili BB, Bijanzadeh HR.",Gholibeikian M,10.1016/j.cbi.2019.108902,2020,10
27404216,"Vimentin as a Marker of Early Differentiating, Highly Motile Corneal Epithelial Cells","Castro-Muñozledo F, Meza-Aguilar DG, Domínguez-Castillo R, Hernández-Zequinely V, Sánchez-Guzmán E.",Castro-Muñozledo F,10.1002/jcp.25487,2017,12
28537524,Bone marrow-derived mesenchymal stem cells inhibit T follicular helper cell in lupus-prone mice,"Yang X, Yang J, Li X, Ma W, Zou H.",Yang X,10.1177/0961203317711013,2018,13
26253029,Monitoring Mitochondrial Pyruvate Carrier Activity in Real Time Using a BRET-Based Biosensor: Investigation of the Warburg Effect,"Compan V, Pierredon S, Vanderperre B, Krznar P, Marchiq I, Zamboni N, Pouyssegur J, Martinou JC.",Compan V,10.1016/j.molcel.2015.06.035,2015,17
31101910,Analysis of extracellular vesicles generated from monocytes under conditions of lytic cell death,"Baxter AA, Phan TK, Hanssen E, Liem M, Hulett MD, Mathivanan S, Poon IKH.",Baxter AA,10.1038/s41598-019-44021-9,2019,13
28506532,Accreditation of Biosafe Clinical-Grade Human Embryonic Stem Cells According to Chinese Regulations,"Gu Q, Wang J, Wang L, Liu ZX, Zhu WW, Tan YQ, Han WF, Wu J, Feng CJ, Fang JH, Liu L, Wang L, Li W, Zhao XY, Hu BY, Hao J, Zhou Q.",Gu Q,10.1016/j.stemcr.2017.04.017,2017,12
31237251,Factors Associated with Falls in Psychogeriatric Inpatients and Comparison of Two Fall Risk Assessment Tools,"Wong MM, Pang PF.",Wong MM,,2019,15
31583039,Presence of Stromal Cells Enhances Epithelial-to-Mesenchymal Transition (EMT) Induction in Lung Bronchial Epithelium after Protracted Exposure to Oxidative Stress of Gamma Radiation,"Acheva A, Haghdoost S, Sollazzo A, Launonen V, Kämäräinen M.",Acheva A,10.1155/2019/4120379,2019,22
25504116,Snai1 promotes ESC exit from the pluripotency by direct repression of self-renewal genes,"Galvagni F, Lentucci C, Neri F, Dettori D, De Clemente C, Orlandini M, Anselmi F, Rapelli S, Grillo M, Borghi S, Oliviero S.",Galvagni F,10.1002/stem.1898,2015,13
30696352,"Behavior of Stem-Like Cells, Precursors for Tissue Regeneration in Urodela, Under Conditions of Microgravity","Grigoryan EN, Radugina EA.",Grigoryan EN,10.1089/scd.2018.0220,2019,14
25872982,Application of cultured human mast cells (CHMC) for the design and structure-activity relationship of IgE-mediated mast cell activation inhibitors,"Argade A, Bhamidipati S, Li H, Carroll D, Clough J, Keim H, Sylvain C, Rossi AB, Coquilla C, Issakani SD, Masuda ES, Payan DG, Singh R.",Argade A,10.1016/j.bmcl.2015.03.075,2015,19
28648363,Dynamic Reorganization of Chromatin Accessibility Signatures during Dedifferentiation of Secretory Precursors into Lgr5+ Intestinal Stem Cells,"Jadhav U, Saxena M, O'Neill NK, Saadatpour A, Yuan GC, Herbert Z, Murata K, Shivdasani RA.",Jadhav U,10.1016/j.stem.2017.05.001,2017,16
26682804,In-Cell Solid-State NMR: An Emerging Technique for the Study of Biological Membranes,"Warnet XL, Arnold AA, Marcotte I, Warschawski DE.",Warnet XL,10.1016/j.bpj.2015.10.041,2015,12
29872100,Prestressed cells are prone to cytoskeleton failures under localized shear strain: an experimental demonstration on muscle precursor cells,"Streppa L, Ratti F, Goillot E, Devin A, Schaeffer L, Arneodo A, Argoul F.",Streppa L,10.1038/s41598-018-26797-4,2018,18
35560995,Changes in private psychiatric practice in Australia: An analysis of trends in claims for outpatient Medicare item numbers over 14 years,"Forbes M, Sizer H, Khanna R, Hopwood M, Green J, Pring B.",Forbes M,10.1177/10398562221097869,2022,21
27384426,Mesenchymal Stromal Cells Protect Endothelial Cells from Cytotoxic T Lymphocyte-Induced Lysis,"Cahill EF, Sax T, Hartmann I, Haffner S, Holler E, Holler B, Huss R, Günther C, Parolini O, Kolch W, Eissner G.",Cahill EF,10.1111/sji.12459,2016,11
31705365,"Effects of Physical, Chemical, and Biological Stimulus on h-MSC Expansion and Their Functional Characteristics","Castilla-Casadiego DA, Reyes-Ramos AM, Domenech M, Almodovar J.",Castilla-Casadiego DA,10.1007/s10439-019-02400-3,2020,14
32221657,[Classification of floater patients : Evaluation of a study database on the relationship between characteristics and impairment],"Hahn U, Baulig C, Tulka S, Ludwig K.",Hahn U,10.1007/s00347-020-01083-9,2020,17
28502524,Human chorionic villous mesenchymal stem/stromal cells modify the effects of oxidative stress on endothelial cell functions,"Abumaree MH, Hakami M, Abomaray FM, Alshabibi MA, Kalionis B, Al Jumah MA, AlAskar AS.",Abumaree MH,10.1016/j.placenta.2017.05.001,2017,16
32380980,The statistical importance of P-POSSUM scores for predicting mortality after emergency laparotomy in geriatric patients,"Cao Y, Bass GA, Ahl R, Pourlotfi A, Geijer H, Montgomery S, Mohseni S.",Cao Y,10.1186/s12911-020-1100-9,2020,15
28654077,Protocol for the Differentiation of Human Induced Pluripotent Stem Cells into Mixed Cultures of Neurons and Glia for Neurotoxicity Testing,"Pistollato F, Canovas-Jorda D, Zagoura D, Price A.",Pistollato F,10.3791/55702,2017,20
28654049,Chondrogenic Pellet Formation from Cord Blood-derived Induced Pluripotent Stem Cells,"Nam Y, Rim YA, Ju JH.",Nam Y,10.3791/55988,2017,10
30430594,Implementing a brief healthy-lifestyle group program on a psychiatric inpatient unit,"Foresman J, Mitchell A, Ren D, Lee H.",Foresman J,10.1111/ppc.12328,2019,11
25059214,Effects of mouse hepcidin 1 treatment on osteoclast differentiation and intracellular iron concentration,"Zhao GY, Di DH, Wang B, Huang X, Xu YJ.",Zhao GY,10.1007/s10753-014-9982-2,2015,13
26181649,"C-kit mutations determine dasatinib mechanism of action in HMC-1 neoplastic mast cells: dasatinib differently regulates PKCδ translocation in HMC-1(560) and HMC-1(560,816) cell lines","Tobío A, Alfonso A, Botana LM.",Tobío A,10.3109/08923973.2015.1064132,2015,23
32423759,Reasons and Risk Factors for 30-Day Readmission After Outpatient Total Knee Arthroplasty: A Review of 3015 Cases,"Bovonratwet P, Shen TS, Ast MP, Mayman DJ, Haas SB, Su EP.",Bovonratwet P,10.1016/j.arth.2020.04.073,2020,17
36148607,Short-course early outpatient remdesivir prevents severe disease due to COVID-19 in organ transplant recipients during the omicron BA.2 wave,"Solera JT, Árbol BG, Bahinskaya I, Marks N, Humar A, Kumar D.",Solera JT,10.1111/ajt.17199,2023,19
31506879,Financial Burden of Prescribed Medicines Included in Outpatient Benefits Package Schemes: Comparative Analysis of Co-Payments for Reimbursable Medicines in European Countries,"Vogler S, Dedet G, Pedersen HB.",Vogler S,10.1007/s40258-019-00509-z,2019,21
26154770,Comparison between isolation protocols highlights intrinsic variability of human umbilical cord mesenchymal cells,"Paladino FV, Peixoto-Cruz JS, Santacruz-Perez C, Goldberg AC.",Paladino FV,10.1007/s10561-015-9525-6,2016,13
29884577,What variables are associated with the public's willingness to take measures to maintain a hygienic hospital environment?,"Gesser-Edelsburg A, Zemach M, Cohen R, Salmon A, Lowenstein L, Shteinberg D.",Gesser-Edelsburg A,10.1016/j.ajic.2018.05.008,2018,17
33686009,Training in Neurology: Neuro Day: An Innovative Curriculum Connecting Medical Students With Patients,"Frey J, Neeley B, Umer A, Lewis JW, Lama A, Pawar G, Murray A.",Frey J,10.1212/WNL.0000000000010859,2021,13
32143726,Increasing health service access by expanding disease coverage and adding patient navigation: challenges for patient satisfaction,"Schutt RK, Woodford ML.",Schutt RK,10.1186/s12913-020-5009-x,2020,16
28635509,Induced Pluripotent Stem Cell-Derived Dopaminergic Neurons from Adult Common Marmoset Fibroblasts,"Vermilyea SC, Guthrie S, Meyer M, Smuga-Otto K, Braun K, Howden S, Thomson JA, Zhang SC, Emborg ME, Golos TG.",Vermilyea SC,10.1089/scd.2017.0069,2017,11
34626155,Non-restrictive interventions to reduce self-harm amongst children in mental health inpatient settings: Systematic review and narrative synthesis,"Griffiths R, Dawber A, McDougall T, Midgley S, Baker J.",Griffiths R,10.1111/inm.12940,2022,17
29581063,Characterization of rat primary trigeminal satellite glial cells and associated extracellular vesicles under normal and inflammatory conditions,"Vinterhøj HSH, Stensballe A, Duroux M, Gazerani P.",Vinterhøj HSH,10.1016/j.jprot.2018.03.013,2019,17
33971376,"Application of an evidence-based, out-patient treatment strategy for COVID-19: Multidisciplinary medical practice principles to prevent severe disease","Frohman EM, Villemarette-Pittman NR, Rodriguez A, Glanzman R, Rugheimer S, Komogortsev O, Zamvil SS, Cruz RA, Varkey TC, Frohman AN, Frohman AR, Parsons MS, Konkle EH, Frohman TC.",Frohman EM,10.1016/j.jns.2021.117463,2021,17
33074313,Association Between Parent Comfort With English and Adverse Events Among Hospitalized Children,"Khan A, Yin HS, Brach C, Graham DA, Ramotar MW, Williams DN, Spector N, Landrigan CP, Dreyer BP; Patient and Family Centered I-PASS Health Literacy Subcommittee.",Khan A,10.1001/jamapediatrics.2020.3215,2020,12
28075171,The role of tumor microenvironment in collective tumor cell invasion,"Wu JS, Sheng SR, Liang XH, Tang YL.",Wu JS,10.2217/fon-2016-0501,2017,10
27299503,"Loss of Sfrp2 in the Niche Amplifies Stress-Induced Cellular Responses, and Impairs the In Vivo Regeneration of the Hematopoietic Stem Cell Pool","Ruf F, Schreck C, Wagner A, Grziwok S, Pagel C, Romero S, Kieslinger M, Shimono A, Peschel C, Götze KS, Istvanffy R, Oostendorp RA.",Ruf F,10.1002/stem.2416,2016,22
32619432,Getting Unstuck: Challenges and Opportunities in Caring for Patients Experiencing Prolonged Hospitalization While Stable for Discharge,"Meo N, Bann M, Sanchez M, Reddy A, Cornia PB.",Meo N,10.1016/j.amjmed.2020.05.024,2020,16
25549282,Expression and function of the ID1 gene during transforming growth factor-β1-induced differentiation of human embryonic stem cells to endothelial cells,"Huan Q, Wang Y, Yang L, Cui Y, Wen J, Chen J, Chen ZJ.",Huan Q,10.1089/cell.2014.0020,2015,20
30996291,Enabling cell recovery from 3D cell culture microfluidic devices for tumour microenvironment biomarker profiling,"Virumbrales-Muñoz M, Ayuso JM, Lacueva A, Randelovic T, Livingston MK, Beebe DJ, Oliván S, Pereboom D, Doblare M, Fernández L, Ochoa I.",Virumbrales-Muñoz M,10.1038/s41598-019-42529-8,2019,14
29110329,Transplantation of feeder-free human induced pluripotent stem cell-derived cortical neuron progenitors in adult male Wistar rats with focal brain ischemia,"Hermanto Y, Sunohara T, Faried A, Takagi Y, Takahashi J, Maki T, Miyamoto S.",Hermanto Y,10.1002/jnr.24197,2018,20
36748651,The Kuchi-kara Taberu index as a predictive marker of oral intake recovery in patients with aspiration pneumonia,"Otsubo H, Okita I, Suzuki M, Nakanishi S, Asai H, Inaoka PT.",Otsubo H,10.1111/ggi.14551,2023,17
31099888,Osteogenic differentiation of human adipose-derived stem cells in 3D conditions - comparison of spheroids and polystyrene scaffolds,"Rumiński S, Kalaszczyńska I, Długosz A, Lewandowska-Szumieł M.",Rumiński S,10.22203/eCM.v037a23,2019,17
30290170,Won't You Be My Neighbor? Muscle Stem Cells Recruit Endothelial Cells to Their Niche,"Collins BC, Kardon G.",Collins BC,10.1016/j.stem.2018.09.013,2018,14
28901383,Endothelial progenitor cell‑derived extracellular vesicle‑meditated cell‑to‑cell communication regulates the proliferation and osteoblastic differentiation of bone mesenchymal stromal cells,"Qin Y, Zhang C.",Qin Y,10.3892/mmr.2017.7403,2017,18
36579961,Delay in Time to Antibiotics for De Novo Inpatient Neutropenic Fever May Not Impact Overall Survival for Patients With a Cancer Diagnosis,"Villars J, Gardner CA, Zhan T, Binder AF.",Villars J,10.1097/JMQ.0000000000000093,2023,22
28874803,Tumor cells and their crosstalk with endothelial cells in 3D spheroids,"Shoval H, Karsch-Bluman A, Brill-Karniely Y, Stern T, Zamir G, Hubert A, Benny O.",Shoval H,10.1038/s41598-017-10699-y,2017,11
35851349,[Screening for Dehydration in Outpatient Cancer Chemotherapy-Use of Serum Osmolality and Hidden Dehydration Check Sheet],"Inukai M, Ohara A, Nasu J, Kawai H, Watanabe K, Watanabe H, Inaba A.",Inukai M,,2022,15
36829137,A multicenter evaluation of antibacterial use in hospitalized patients through the SARS-Cov-2 pandemic waves,"Puzniak LA, Bauer KA, Yu KC, Watts JA, Ai C, Gupta V.",Puzniak LA,10.1186/s12879-023-08042-0,2023,14
28585393,Orientational Coupling Locally Orchestrates a Cell Migration Pattern for Re-Epithelialization,"Hu B, Leow WR, Amini S, Nai B, Zhang X, Liu Z, Cai P, Li Z, Wu YL, Miserez A, Lim CT, Chen X.",Hu B,10.1002/adma.201700145,2017,10
34187872,Involuntary Treatment of Minors with Severe and Enduring Anorexia Nervosa,Ramasamy RS.,Ramasamy RS,10.29158/JAAPL.210004-21,2021,10
33713335,Self-esteem as a catalyst for change in adolescent inpatients with anorexia nervosa: a pilot randomised controlled trial,"Biney H, Giles E, Hutt M, Matthews R, Lacey JH.",Biney H,10.1007/s40519-021-01161-0,2022,17
34348846,Surgical procedures in inpatient versus outpatient settings and its potential impact on follow-up costs,"Brüngger B, Bähler C, Schwenkglenks M, Ulyte A, Dressel H, von Wyl V, Gruebner O, Wei W, Serra-Burriel M, Blozik E.",Brüngger B,10.1016/j.healthpol.2021.07.006,2021,14
27346680,Retinoic Acid Is Sufficient for the In Vitro Induction of Mouse Spermatocytes,"Wang S, Wang X, Ma L, Lin X, Zhang D, Li Z, Wu Y, Zheng C, Feng X, Liao S, Feng Y, Chen J, Hu X, Wang M, Han C.",Wang S,10.1016/j.stemcr.2016.05.013,2016,12
36330555,Reporting and conducting patient journey mapping research in healthcare: A scoping review,"Davies EL, Bulto LN, Walsh A, Pollock D, Langton VM, Laing RE, Graham A, Arnold-Chamney M, Kelly J.",Davies EL,10.1111/jan.15479,2023,12
32167541,Perioperative Continuation of Buprenorphine at Low-Moderate Doses Was Associated with Lower Postoperative Pain Scores and Decreased Outpatient Opioid Dispensing Compared with Buprenorphine Discontinuation,"Quaye A, Potter K, Roth S, Acampora G, Mao J, Zhang Y.",Quaye A,10.1093/pm/pnaa020,2020,23
35383593,Relationship Between Cachexia and the Functional Progress of Patients With Cancer in Inpatient Rehabilitation,"Roy I, Huang K, Bhakta A, Marquez E, Spangenberg J, Jayabalan P.",Roy I,10.1097/PHM.0000000000002024,2023,14
34508041,Omissions and Deviations From Safe Drug Administration Guidelines in 2 Medical Wards and Risk Factors: Findings From an Observational Study,"Savva G, Merkouris A, Charalambous A, Papastavrou E.",Savva G,10.1097/PTS.0000000000000913,2022,20
28348206,High-throughput identification of small molecules that affect human embryonic vascular development,"Vazão H, Rosa S, Barata T, Costa R, Pitrez PR, Honório I, de Vries MR, Papatsenko D, Benedito R, Saris D, Khademhosseini A, Quax PH, Pereira CF, Mercader N, Fernandes H, Ferreira L.",Vazão H,10.1073/pnas.1617451114,2017,11
31328782,In-vitro differentiation of early pig spermatogenic cells to haploid germ cells,"Yu K, Zhang Y, Zhang BL, Wu HY, Jiang WQ, Wang ST, Han DP, Liu YX, Lian ZX, Deng SL.",Yu K,10.1093/molehr/gaz043,2019,11
36293783,Neurological Outpatients Prefer EEG Home-Monitoring over Inpatient Monitoring-An Analysis Based on the UTAUT Model,"Baum U, Kühn F, Lichters M, Baum AK, Deike R, Hinrichs H, Neumann T.",Baum U,10.3390/ijerph192013202,2022,14
36843176,[Descriptive study of the alterations in neuroimaging tests in patients with headache in an outpatient setting],"García-Alcántara G, Pérez-Trapote F, López-Rebolledo R, Moreno-López C, Mayo-Canalejo D.",García-Alcántara G,10.33588/rn.7605.2022435,2023,16
33561619,Lessons learned from a cross-sectional survey among patients and staff in an acute psychiatric unit during an ongoing pandemic outbreak,"Dieset I, Løvhaug L, Selle M, Kolseth A, Smeland OB, Færden A.",Dieset I,10.1016/j.psychres.2021.113779,2021,20
35248306,Implementing Suicide Risk Screening in a Pediatric Primary Care Setting: From Research to Practice,"Horowitz LM, Bridge JA, Tipton MV, Abernathy T, Mournet AM, Snyder DJ, Lanzillo EC, Powell D, Schoenbaum M, Brahmbhatt K, Pao M.",Horowitz LM,10.1016/j.acap.2021.10.012,2022,14
30761943,Intravenous administration of multipotent stromal cells and bone allograft modification to enhance allograft healing,"Paudel S, Lee WH, Lee M, Zahoor T, Mitchell R, Yang SY, Zhao H, Schon L, Zhang Z.",Paudel S,10.2217/rme-2018-0063,2019,14
